10S Timestamp,ID,Noise measurement (LAeq),Lighting measurement (Lux),"Over the last two weeks, when you are NOT in our experiment workspace, which type of work environment do you usually find yourself in during typical work hours (9 AM to 6 PM)?",TSV,TAV,TPV,APV,"Right now, do you find the overall thermal environment...?2",Satisfaction Vote,"Right now, how do your feel about odours (bad smell, mouldy smell etc.) in your work area?","Right now, how do you feel about the overall air quality in your work area?",Road Traffic Noise,Air-conditioning,Irrelevant Speech,Construction Noise,"Right now, to what extent is the overall surrounding sound environment appropriate for working?","Right now, how do you feel about the amount of ceiling light?","Right now, how do you feel about the amount of daylight or natural light?","If dissatisfied with the lighting, which of the following contribute to your dissatisfaction? (Select all that applies)","Please indicate the symptons you experience right now when you are in the building, but feel better or relief after leaving the building. (Select all that applies)",Please add any comments that you would like to share with us related to your work environment:,Mode,Session,1. Face,2. Chest,3. Back,4. Arm,5. Thigh,6. Lower Leg,Temperature,Globe Temperature,Air Speed,RH,CO2,MST,MST 2Min,MST 5Min,HR,HR 2Min,HR 5Min,Clo,MRT,SET,PMV,Week,Full Data
2024-04-15 10:49:00,11,45,240.3,Natural Ventilation with Fans (No AC),Slightly Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Very Satisfied,Very Satisfied,Not At All,Not At All,Not At All,Not At All,Perfectly,Very Satisfied,Very Satisfied,None;,None;,,AC-24,M1,,,,,,,24.495833333333337,25.558333333333334,0.11166666666666665,63.44166666666666,593.5,32.630075833333336,32.61019791666667,32.53677208333333,88.56666666666666,89.18333333333334,88.68333333333334,0.42,26.8,24.7,-0.02,0,0
2024-04-15 10:56:00,33,46.0,426.1,,Cool,Clearly Acceptable,Without Change,More Air Movement,Pleasant,Satisfied,Neutral,Neutral,Moderately,Moderately,Moderately,Moderately,Moderately,Somewhat Dissatisfied,Somewhat Dissatisfied,Not Enough Daylight;,None;,,AC-24,M1,,,,,,,23.734166666666667,25.1,0.3641666666666666,64.3,511.0,31.933938166666664,31.950144,31.86909875,87.19166666666666,87.725,87.075,0.42,27.6,22.7,-0.94,0,1
2024-04-15 11:00:00,17,44.7,384.1,Air-Conditioned (AC only),Slightly Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Perfectly,Satisfied,Satisfied,None;,None;,,AC-24,M1,,,,,,,24.206666666666667,25.391666666666666,0.15416666666666667,62.46666666666666,562.0833333333334,31.66032486111111,31.772962305555556,31.84526625,80.13333333333334,82.81666666666666,78.875,0.28,27.0,23.4,-0.66,0,1
2024-04-15 16:17:40,11,45.1,255.8,Natural Ventilation with Fans (No AC),Neutral,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Very Satisfied,Very Satisfied,Not At All,Not At All,Not At All,Not At All,Perfectly,Very Satisfied,Very Satisfied,None;,None;,,AC-24,M1,,,,,,,24.5025,25.291666666666668,0.09583333333333333,64.27499999999999,576.5833333333334,32.331502750000006,32.36564516666667,32.39870225,72.425,76.41666666666667,77.0,0.42,26.2,24.3,-0.2,0,0
2024-04-15 16:26:00,33,46.7,363.2,,Slightly Cool,Clearly Acceptable,Without Change,More Air Movement,Pleasant,Satisfied,Neutral,Neutral,Not At All,Moderately,Moderately,Not At All,Perfectly,Neutral,Neutral,None;,None;,,AC-24,M1,,,,,,,23.655833333333334,24.90833333333333,0.7075,63.741666666666674,510.0,32.307798,32.383075833333336,32.59467308333333,80.05833333333334,77.43333333333334,78.43333333333334,0.42,27.8,21.1,-1.5,0,1
2024-04-15 16:30:00,17,45.6,466.6,Air-Conditioned (AC only),Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Very Satisfied,Very Satisfied,Slightly,Not At All,Slightly,Not At All,Very,Very Satisfied,Very Satisfied,None;,None;,,AC-24,M1,,,,,,,24.28583333333333,25.258333333333336,0.09666666666666668,60.93333333333333,563.5833333333334,31.361687944444444,31.24892,31.35165744444445,80.14166666666667,76.40833333333333,69.44166666666666,0.28,26.4,23.1,-0.6,0,1
2024-04-16 10:28:10,10,45,246.4,Air-Conditioned with Fans (AC plus Fan),Cool,Clearly Acceptable,Cooler,No Change,Very Pleasant,Very Satisfied,Satisfied,Satisfied,Very,Not At All,Very,Very,Perfectly,Satisfied,Satisfied,None;,None;,,AC-24,M1,,,,,,,24.5425,24.7925,0.24333333333333332,63.833333333333336,633.75,32.459283750000004,32.383671666666665,32.188877500000004,83.20833333333333,83.95,85.14166666666667,0.5900000000000001,25.1,24.2,-0.34,0,1
2024-04-16 10:30:50,9,45.4,211.2,Natural Ventilation with Fans (No AC),Neutral,Just Acceptable,Cooler,No Change,Indifferent,Slightly Satisfied,Satisfied,Somewhat Satisfied,Not At All,Slightly,Not At All,Not At All,Moderately,Somewhat Dissatisfied,Somewhat Dissatisfied,Too Bright;Glare;,None;,,AC-24,M1,,,,,,,24.618333333333336,25.34166666666667,0.12666666666666668,63.21666666666666,607.3333333333334,32.4520095,32.465623666666666,32.33660033333334,76.84166666666667,80.65,84.08333333333333,0.28,26.2,23.2,-0.54,0,1
2024-04-16 10:33:30,7,45.3,211.5,"Natural Ventilation (No AC, No Fan)",Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Very Satisfied,Very Satisfied,Not At All,Not At All,Not At All,Not At All,Perfectly,Satisfied,Satisfied,Too Bright;,None;,,AC-24,M1,,,,,,,23.878333333333334,24.128333333333334,0.19916666666666663,63.041666666666664,614.0833333333334,31.573653750000002,31.59986508333333,31.638962333333332,64.28333333333333,63.36666666666667,61.766666666666666,0.28,24.5,21.3,-1.35,0,1
2024-04-16 10:35:40,17,367.3,45.8,Air-Conditioned (AC only),Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Very Satisfied,Very Satisfied,Slightly,Not At All,Slightly,Not At All,Perfectly,Very Satisfied,Very Satisfied,None;,None;,,AC-24,M1,,,,,,,24.316666666666666,25.3,0.21916666666666665,63.03333333333333,584.4166666666666,33.00257275,33.04404147222222,33.1919925,83.225,81.65833333333333,88.76666666666667,0.48000000000000004,26.8,24.3,-0.38,0,1
2024-04-16 10:39:00,19,44.7,138.0,,Neutral,Just Acceptable,Cooler,More Air Movement,Pleasant,Satisfied,Very Satisfied,Very Satisfied,Not At All,Not At All,Not At All,Not At All,Very,Very Satisfied,Very Satisfied,Glare;,None;,,AC-24,M1,,,,,,,24.832499999999996,25.082499999999996,0.15583333333333332,63.574999999999996,602.5833333333334,32.694007111111105,32.726452055555555,32.63285619444444,86.325,88.03333333333333,86.73333333333333,0.39,25.4,23.8,-0.45,0,1
2024-04-16 10:42:00,28,43.6,412.6,,Neutral,Clearly Acceptable,Without Change,More Air Movement,Very Pleasant,Very Satisfied,Very Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Perfectly,Satisfied,Somewhat Satisfied,Glare;,None;,Nil,AC-24,M1,,,,,,,24.625,24.875,0.12583333333333332,62.63333333333333,603.5,32.630590000000005,32.586260249999995,32.57234916666667,74.30833333333334,73.51666666666667,73.85,0.42,25.2,23.8,-0.34,0,1
2024-04-16 10:46:00,29,49.9,128.0,,Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Satisfied,Very Satisfied,Not At All,Not At All,Not At All,Not At All,Perfectly,Very Satisfied,Very Satisfied,None;,None;,,AC-24,M1,,,,,,,24.39333333333333,24.891666666666666,0.1825,66.59166666666667,557.8333333333334,32.55068958333334,32.53661050000001,32.508894500000004,,,,0.62,25.6,25.4,-0.07,0,0
2024-04-16 10:49:00,20,55.5,186.6,,Slightly Cool,Just Acceptable,Without Change,More Air Movement,Pleasant,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Not At All,Slightly,Slightly,Not At All,Moderately,Satisfied,Satisfied,None;,None;,,AC-24,M1,,,,,,,24.86583333333333,25.11583333333333,0.1708333333333333,66.25833333333334,586.5,33.07276575,33.158517999999994,33.28214525,67.875,67.71666666666667,68.85833333333333,0.39,25.4,23.7,-0.48,0,1
2024-04-16 10:54:00,25,49.9,251.0,,Slightly Cool,Clearly Acceptable,Cooler,More Air Movement,Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Moderately,Satisfied,Satisfied,None;,Cough;,,AC-24,M1,,,,,,,23.8025,24.8,0.04833333333333332,62.208333333333336,582.5,31.036038944444442,31.08659625,31.0682685,84.34166666666667,85.45833333333333,85.4,0.21,25.8,21.9,-0.93,0,1
2024-04-16 11:04:00,23,47.7,390.0,,Neutral,Just Acceptable,Without Change,No Change,Slightly Pleasant,Slightly Satisfied,Somewhat Satisfied,Somewhat Satisfied,Slightly,Extremely,Moderately,Slightly,Slightly,Somewhat Satisfied,Somewhat Satisfied,Glare;,None;,,AC-24,M1,,,,,,,23.30416666666667,23.55416666666667,0.21999999999999997,62.833333333333336,594.5833333333334,,,,,,,0.42,23.9,21.7,-1.16,0,0
2024-04-16 16:21:00,25,45.6,319.4,,Slightly Warm,Just Acceptable,Cooler,More Air Movement,Slightly Pleasant,Slightly Satisfied,Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Very,Satisfied,Satisfied,None;,None;,,AC-24,M1,,,,,,,24.070833333333336,24.775000000000002,0.04666666666666666,64.50833333333334,592.5,30.44362783333333,30.352892750000002,30.293074,82.54166666666667,85.3,84.76666666666667,0.21,25.4,21.8,-0.92,0,1
2024-04-16 16:32:00,23,49.0,417.5,,Neutral,Just Acceptable,Without Change,No Change,Slightly Pleasant,Slightly Satisfied,Somewhat Satisfied,Somewhat Satisfied,Slightly,Very,Slightly,Slightly,Moderately,Somewhat Satisfied,Somewhat Dissatisfied,Glare;,None;,"Because I am sitting near the windows, the glare on my laptop is still too much, and it is very disturbing and uncomfortable to the eyes. The air con noise is very noisy , very uncomfortable and annoying or disturbing . ",AC-24,M1,,,,,,,23.506666666666664,23.756666666666664,0.5125000000000001,66.15833333333333,601.4166666666666,,,,,,,0.42,24.2,20.2,-1.63,0,0
2024-04-16 16:37:00,28,46.8,374.0,,Neutral,Just Acceptable,Without Change,More Air Movement,Very Pleasant,Satisfied,Very Satisfied,Satisfied,Not At All,Slightly,Not At All,Not At All,Very,Very Satisfied,Very Satisfied,None;,None;,Nil,AC-24,M1,,,,,,,24.133333333333336,24.9,0.14833333333333334,63.78333333333333,601.0833333333334,32.821258166666674,32.79276041666667,32.841505500000004,72.025,71.85,70.88333333333334,0.42,25.9,23.9,-0.42,0,1
2024-04-16 16:41:00,19,50.1,149.0,,Slightly Cool,Clearly Acceptable,Cooler,No Change,Very Pleasant,Very Satisfied,Very Satisfied,Very Satisfied,Not At All,Not At All,Not At All,Not At All,Very,Satisfied,Very Satisfied,None;,None;,,AC-24,M1,,,,,,,24.6725,24.9225,0.16166666666666668,63.56666666666666,637.75,33.541765749999996,33.54551363888889,33.56917519444445,91.09166666666667,93.275,97.23333333333333,0.39,25.2,23.6,-0.54,0,1
2024-04-16 16:44:10,7,52.8,231.5,"Natural Ventilation (No AC, No Fan)",Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Very Satisfied,Very Satisfied,Not At All,Not At All,Slightly,Not At All,Perfectly,Satisfied,Very Satisfied,Too Bright;,None;,,AC-24,M1,,,,,,,23.635833333333334,24.8,0.23583333333333334,64.60833333333333,617.3333333333334,31.457178000000003,31.397624583333336,31.310640333333335,62.21666666666667,66.05,63.483333333333334,0.28,26.6,22.0,-1.22,0,1
2024-04-16 16:46:30,9,47.6,194.4,Natural Ventilation with Fans (No AC),Slightly Cool,Just Acceptable,Cooler,No Change,Indifferent,Slightly Satisfied,Satisfied,Satisfied,Not At All,Slightly,Moderately,Not At All,Moderately,Somewhat Dissatisfied,Somewhat Dissatisfied,Too Bright;Glare;,None;,,AC-24,M1,,,,,,,24.815,25.065,0.10916666666666669,64.86666666666666,660.0833333333334,32.67778169444445,32.6373525,32.63603438888889,81.85,80.1,81.00833333333334,0.28,25.3,22.7,-0.53,0,1
2024-04-16 16:48:40,10,48.9,247.7,Air-Conditioned (AC only),Cool,Clearly Acceptable,Without Change,No Change,Pleasant,Satisfied,Satisfied,Satisfied,Very,Not At All,Very,Very,Very,Satisfied,Satisfied,None;,None;,,AC-24,M1,,,,,,,24.478333333333335,25.03333333333333,0.1875,64.94166666666668,623.5833333333334,33.60614833333334,33.62693541666667,33.58858125,85.39166666666667,83.93333333333334,88.0,0.39,25.8,23.5,-0.58,0,1
2024-04-16 16:51:50,17,53.3,460.0,Air-Conditioned (AC only),Cool,Just Acceptable,Cooler,No Change,Very Pleasant,Very Satisfied,Very Satisfied,Very Satisfied,Not At All,Not At All,Extremely,Not At All,Moderately,Very Satisfied,Very Satisfied,None;,None;,The people behind me from the company are having a very loud meeting,AC-24,M1,,,,,,,25.10666666666667,25.35666666666667,0.08000000000000003,64.41666666666667,655.5,33.55585308333333,33.56402625,33.56714125,77.325,77.36666666666666,78.75833333333334,0.48000000000000004,25.6,24.8,0.01,0,1
2024-04-16 17:11:00,20,51.8,169.0,,Cool,Just Acceptable,Without Change,No Change,Pleasant,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Not At All,Slightly,Not At All,Not At All,Moderately,Satisfied,Somewhat Satisfied,None;,None;,,AC-24,M1,,,,,,,24.560833333333335,24.6,0.09416666666666666,68.64999999999999,594.0,33.22361441666666,33.389301,33.478906333333335,70.54166666666667,81.94166666666666,85.73333333333333,0.39,24.6,23.2,-0.48,0,1
2024-04-16 17:15:00,29,49.9,129.3,,Cool,Clearly Acceptable,Cooler,No Change,Very Pleasant,Very Satisfied,Very Satisfied,Very Satisfied,Not At All,Not At All,Not At All,Not At All,Perfectly,Very Satisfied,Very Satisfied,None;,None;,,AC-24,M1,,,,,,,24.370833333333334,24.7,0.12166666666666669,68.25833333333334,577.75,32.95137175,32.99868541666667,33.01135141666667,,,,0.62,25.1,25.4,0.08,0,0
2024-04-17 11:17:00,30,48.8,215.0,,Slightly Cool,Just Acceptable,Without Change,No Change,Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Not At All,Slightly,Not At All,Very,Satisfied,Satisfied,None;,None;,,AC-24,M1,,,,,,,23.699166666666667,24.9,0.15583333333333335,65.47500000000001,514.8333333333334,32.86191325,32.88606275,32.93099275,58.641666666666666,59.80833333333333,56.00833333333333,0.42,26.5,24.1,-0.45,0,1
2024-04-17 11:20:00,23,45.2,397.7,,Neutral,Just Acceptable,Without Change,No Change,Pleasant,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Not At All,Not At All,Slightly,Not At All,Very,Satisfied,Somewhat Satisfied,Glare;,None;,,AC-24,M1,,,,,,,23.638333333333335,24.5,0.1675,67.05833333333334,538.1666666666666,32.47907166666667,32.52025508333333,32.58629808333333,69.44166666666666,68.31666666666666,64.25833333333334,0.42,25.7,23.6,-0.62,0,0
2024-04-17 11:23:00,21,48.2,465.1,,Cool,Clearly Acceptable,Without Change,More Air Movement,Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Very,Somewhat Satisfied,Satisfied,Too Bright;Glare;,None;,,AC-24,M1,,,,,,,23.6075,24.7,0.2316666666666667,65.95,518.0833333333334,31.88203566666667,31.864551916666663,31.740578333333335,73.18333333333334,72.25,72.225,0.48000000000000004,26.4,23.6,-0.61,0,1
2024-04-17 11:26:00,24,47.0,188.8,,Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Very,Satisfied,Satisfied,None;,None;,,AC-24,M1,,,,,,,24.00833333333333,24.683333333333337,0.135,66.47500000000001,561.5,32.03761025,32.00882083333333,31.990324166666667,66.95833333333333,69.81666666666666,66.85833333333333,0.42,25.5,23.7,-0.42,0,0
2024-04-17 11:32:10,3,47,452.9,Natural Ventilation with Fans (No AC),Slightly Cool,Just Acceptable,Warmer,No Change,Pleasant,Neutral,Neutral,Neutral,Not At All,Slightly,Not At All,Not At All,Moderately,Neutral,Neutral,None;,None;,,AC-24,M1,,,,,,,24.219166666666666,24.7,0.11583333333333334,67.2,573.8333333333334,32.50877575,32.43686066666667,32.47895341666667,65.56666666666666,62.8,64.225,0.39,25.3,23.4,-0.38,0,1
2024-04-17 11:35:00,4,46,275.5,Natural Ventilation with Fans (No AC),Cool,Just Acceptable,Warmer,Less Air Movement,Indifferent,Slightly Satisfied,Very Satisfied,Very Satisfied,Not At All,Moderately,Slightly,Not At All,Very,Very Satisfied,Very Satisfied,None;,None;,Colder environment than last week,AC-24,M1,,,,,,,23.463333333333335,24.79166666666667,0.28750000000000003,66.39166666666667,533.75,31.357336666666672,31.230379166666662,31.243883333333333,62.63333333333333,61.15833333333333,63.025,0.28,27.0,21.6,-1.39,0,0
2024-04-17 11:39:00,8,49.7,207.9,Air-Conditioned (AC only),Cool,Just Unacceptable,Warmer,No Change,Slightly Unpleasant,Slightly Dissatisfied,Very Satisfied,Satisfied,Not At All,Not At All,Slightly,Not At All,Perfectly,Satisfied,Neutral,Undesirable Lighting Colour;,None;,,AC-24,M1,,,,,,,23.909166666666664,24.7,0.09916666666666667,66.98333333333333,574.5,32.93336025,32.861808277777776,32.803282833333334,74.24166666666666,81.71666666666667,77.69166666666666,0.5900000000000001,25.6,25.1,-0.03,0,1
2024-04-17 16:04:00,21,47.1,503.9,,Cool,Clearly Acceptable,Without Change,More Air Movement,Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Very,Somewhat Satisfied,Satisfied,Too Bright;Glare;,None;,,AC-24,M1,,,,,,,23.485833333333332,24.4,0.20500000000000004,64.14166666666667,575.5,32.43485775,32.43834441666667,32.50877008333333,77.6,84.15,81.4,0.48000000000000004,25.7,23.4,-0.65,0,1
2024-04-17 16:08:00,23,45.3,445.8,,Neutral,Just Acceptable,Without Change,No Change,Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Very,Satisfied,Neutral,Glare;,None;,,AC-24,M1,,,,,,,23.78833333333333,24.5,0.165,64.45833333333333,593.1666666666666,33.57078008333333,33.58302716666667,33.566431916666666,76.225,76.91666666666667,77.73333333333333,0.62,25.4,25.1,-0.17,0,0
2024-04-17 16:12:00,24,47.5,235.6,,Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Perfectly,Satisfied,Satisfied,None;,None;,,AC-24,M1,,,,,,,24.21916666666667,24.558333333333337,0.1575,64.70833333333333,596.4166666666666,32.914282916666664,32.9735765,32.9687325,71.075,73.45833333333333,76.75,0.42,25.0,23.5,-0.56,0,0
2024-04-17 16:18:20,3,46,455.6,Natural Ventilation with Fans (No AC),Cool,Just Acceptable,Warmer,Less Air Movement,Slightly Pleasant,Neutral,Neutral,Neutral,Not At All,Not At All,Not At All,Not At All,Moderately,Neutral,Neutral,None;,None;,,AC-24,M1,,,,,,,24.036666666666665,24.6,0.13583333333333333,65.375,589.3333333333334,32.268280805555555,32.107287194444446,32.165788694444444,59.38333333333333,66.36666666666666,64.65,0.39,25.3,23.3,-0.54,0,1
2024-04-17 16:22:30,4,46.3,296.0,Natural Ventilation with Fans (No AC),Cool,Clearly Acceptable,Warmer,No Change,Pleasant,Satisfied,Very Satisfied,Very Satisfied,Not At All,Slightly,Moderately,Not At All,Perfectly,Very Satisfied,Very Satisfied,None;,None;,,AC-24,M1,,,,,,,23.83083333333333,24.6,0.11166666666666668,64.64999999999999,607.5,32.90723583333333,32.822554583333336,32.65453791666667,69.775,66.61666666666666,70.85833333333333,0.48000000000000004,25.5,24.1,-0.22,0,0
2024-04-17 16:26:40,8,46.9,168.6,Air-Conditioned (AC only),Slightly Cool,Just Acceptable,Warmer,No Change,Slightly Pleasant,Slightly Satisfied,Somewhat Dissatisfied,Satisfied,Not At All,Not At All,Very,Not At All,Moderately,Very Satisfied,Somewhat Satisfied,None;,None;,,AC-24,M1,,,,,,,23.9425,24.5,0.14083333333333334,65.375,602.5833333333334,33.20131766666667,33.26365083333333,33.31362475,71.94166666666666,72.90833333333333,72.30833333333334,0.5900000000000001,25.2,24.9,-0.13,0,1
2024-04-17 17:03:00,30,46.0,222.2,,Slightly Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Very,Satisfied,Satisfied,None;,None;,,AC-24,M1,,,,,,,23.8225,24.6,0.1275,63.225,580.0,32.34045030555556,32.40785338888889,32.500320555555554,61.80833333333333,68.25,63.68333333333333,0.42,25.6,23.6,-0.44,0,1
2024-04-18 11:01:30,2,50.5,264.5,Air-Conditioned (AC only),Cool,Just Acceptable,Warmer,No Change,Slightly Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Very,Satisfied,Satisfied,None;,None;Stuffy Nose;,"I have been having blocked nose last time as well, but I am not sure if it is due to this environment. Seem to be less affected by it in my other office and outside.",AC-24,M1,,,,,,,24.214166666666667,25.233333333333334,0.11833333333333333,65.8,671.8333333333334,32.678573416666666,32.70683225,32.63511616666666,84.68333333333334,80.15833333333333,86.41666666666667,0.42,26.5,24.4,-0.14,0,1
2024-04-18 11:04:10,12,46.5,261.3,Air-Conditioned (AC only),Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Very Satisfied,Very Satisfied,Not At All,Not At All,Slightly,Not At All,Perfectly,Very Satisfied,Very Satisfied,None;,None;,,AC-24,M1,,,,,,,24.07083333333333,25.016666666666666,0.19666666666666666,65.49166666666666,649.3333333333334,31.729083749999997,31.746456555555554,31.712895944444444,89.39166666666667,89.08333333333333,89.26666666666667,0.28,26.4,22.6,-0.97,0,1
2024-04-18 11:08:00,14,49,202.0,Air-Conditioned (AC only),Cool,Clearly Acceptable,Without Change,Less Air Movement,Pleasant,Very Satisfied,Satisfied,Somewhat Satisfied,Not At All,Slightly,Slightly,Not At All,Perfectly,Very Satisfied,Satisfied,None;,None;,,AC-24,M1,,,,,,,23.919999999999998,24.958333333333332,0.10083333333333333,65.55833333333332,664.3333333333334,31.46595941666667,31.45063775,31.432548500000003,78.69166666666666,74.90833333333333,81.46666666666667,0.28,26.2,22.8,-0.71,0,1
2024-04-18 11:12:50,1,45.9,394.0,Natural Ventilation with Fans (No AC),Cool,Just Acceptable,Without Change,No Change,Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Slightly,Not At All,Slightly,Very,Satisfied,Satisfied,Not Enough Daylight;,None;,,AC-24,M1,,,,,,,24.430000000000003,25.3,0.12583333333333332,63.10833333333334,661.5833333333334,32.136185166666664,32.06196708333333,32.07741408333333,69.23333333333333,64.875,71.375,0.39,26.4,24.1,-0.24,0,1
2024-04-18 11:18:00,31,54.6,160.0,,Neutral,Clearly Acceptable,Without Change,More Air Movement,Pleasant,Satisfied,Neutral,Neutral,Not At All,Not At All,Slightly,Not At All,Moderately,Satisfied,Somewhat Dissatisfied,Not Enough Daylight;,None;,,AC-24,M1,,,,,,,24.285,24.975000000000005,0.09416666666666666,66.59166666666667,641.25,31.882517916666664,31.879299,31.851505805555558,71.65,67.93333333333334,69.91666666666667,0.42,25.7,24.0,-0.3,0,1
2024-04-18 11:22:00,32,54.8,168.0,,Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Satisfied,Very Satisfied,Satisfied,Slightly,Not At All,Not At All,Not At All,Very,Satisfied,Very Dissatisfied,Glare;,None;,,AC-24,M1,,,,,,,24.5525,25.4,0.3025,67.1,630.3333333333334,32.40518763888889,32.2977365,32.286140861111114,81.10833333333333,83.825,85.88333333333334,0.42,26.8,23.3,-0.66,0,1
2024-04-18 11:26:00,27,49.8,503.0,,Neutral,Clearly Acceptable,Without Change,No Change,Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Moderately,Slightly,Not At All,Moderately,Dissatisfied,Dissatisfied,Too Bright;Too Much Daylight;,None;,,AC-24,M1,,,,,,,24.0725,25.0,0.14833333333333332,68.22500000000001,644.1666666666666,32.695062666666665,32.73861133333333,32.64473483333334,79.4,78.875,81.85,0.42,26.2,24.2,-0.35,0,1
2024-04-18 16:05:00,12,46.1,280.0,Air-Conditioned (AC only),Cool,Clearly Acceptable,Without Change,No Change,Very Pleasant,Very Satisfied,Very Satisfied,Very Satisfied,Not At All,Not At All,Slightly,Not At All,Perfectly,Very Satisfied,Very Satisfied,None;,None;,,AC-24,M1,,,,,,,23.768333333333334,24.018333333333334,0.16166666666666665,62.650000000000006,614.9166666666666,31.601644,31.709095750000003,31.758241083333335,89.10833333333333,91.20833333333333,90.29166666666667,0.28,24.3,21.6,-1.26,0,1
2024-04-18 16:07:40,2,53.2,259.8,Air-Conditioned (AC only),Cool,Just Acceptable,Without Change,No Change,Slightly Pleasant,Slightly Satisfied,Satisfied,Somewhat Satisfied,Not At All,Not At All,Slightly,Not At All,Very,Satisfied,Satisfied,None;,Stuffy Nose;,,AC-24,M1,,,,,,,23.962500000000002,24.9,0.21166666666666667,63.85833333333334,660.75,32.812284166666664,32.834432500000005,32.78447469444445,82.175,85.35,86.03333333333333,0.42,26.3,23.4,-0.65,0,1
2024-04-18 16:11:10,1,47.2,407.6,Natural Ventilation with Fans (No AC),Slightly Cool,Just Acceptable,Warmer,More Air Movement,Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Slightly,Slightly,Not At All,Very,Satisfied,Somewhat Satisfied,Too Much Daylight;Undesirable Lighting Colour;,None;,,AC-24,M1,,,,,,,24.1075,24.3575,0.13749999999999998,61.35833333333333,627.5833333333334,32.15455625,32.160112500000004,32.12793575,78.15833333333333,75.9,79.35833333333333,0.39,24.7,22.9,-0.65,0,1
2024-04-18 16:22:20,14,45.2,174.3,Air-Conditioned (AC only),Slightly Warm,Just Acceptable,Cooler,More Air Movement,Slightly Pleasant,Slightly Satisfied,Satisfied,Somewhat Satisfied,Not At All,Not At All,Moderately,Not At All,Very,Satisfied,Satisfied,None;,Dry Throat;,,AC-24,M1,,,,,,,23.925,24.6,0.10583333333333333,63.133333333333326,647.4166666666666,32.16362958333333,32.33086,32.496425583333334,76.6,74.20833333333333,76.45833333333333,0.28,25.4,22.3,-0.9,0,1
2024-04-18 16:31:00,32,52.3,175.0,,Cool,Just Acceptable,Without Change,No Change,Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Not At All,Not At All,Not At All,Very,Satisfied,Dissatisfied,Glare;,None;,,AC-24,M1,,,,,,,23.905833333333334,24.155833333333334,0.44333333333333336,64.95833333333333,563.5833333333334,32.845286055555555,32.927125277777776,32.96993063888889,81.575,80.425,81.93333333333334,0.42,24.6,20.9,-1.37,0,1
2024-04-18 16:36:00,31,50.6,183.1,,Neutral,Clearly Acceptable,Without Change,More Air Movement,Pleasant,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Not At All,Not At All,Slightly,Not At All,Moderately,Satisfied,Somewhat Dissatisfied,Not Enough Daylight;,None;,,AC-24,M1,,,,,,,23.9525,24.2025,0.12583333333333335,64.14166666666667,574.5833333333334,32.68437244444444,32.83214425,33.03256661111111,79.45,77.725,74.4,0.42,24.5,23.0,-0.56,0,1
2024-04-18 17:17:00,27,49.6,504.5,,Neutral,Clearly Acceptable,Without Change,No Change,Pleasant,Satisfied,Satisfied,Satisfied,Not At All,Slightly,Slightly,Not At All,Moderately,Somewhat Satisfied,Somewhat Dissatisfied,Too Bright;Too Much Daylight;,None;,,AC-24,M1,,,,,,,23.735,24.608333333333338,0.165,66.61666666666666,560.8333333333334,32.00011191666667,32.09660208333333,32.82346783333333,73.50833333333334,73.13333333333334,95.14166666666667,0.42,25.8,23.7,-0.57,0,1
